"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Pigot et al. 2020","ES991","CC513","Australia","Halmahera","Birds","Passeriformes","Pittidae","Pitta iris","Pitta iris","Pitta maxima","Invertebrate","Female","Wing Length",42.3982909855936,104.104942814918,0,2.5475091888827,4,2,0.898291401423015,0.000299404844290657,127.92,0.681,1.62734835115677,4.25622690350976,2.45484638384612,0.725515380859375,-1.61758421219852,26.1696624755859,1.38939657524623,3.33116300884384,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP440"
"Pigot et al. 2020","ES993","CC513","Australia","Manus ","Birds","Passeriformes","Pittidae","Pitta iris","Pitta iris","Pitta superba","Invertebrate","Female","Wing Length",42.3982909855936,68.7958690794639,0,1.19115133320443,4,2,0.484035646205006,0.000149892244897959,146.9715,-2.0937,1.62734835115677,3.28784650024952,2.44715958239117,0.77982548828125,-1.71124710162163,26.9305648803711,1.18116309337426,3.57301687155077,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP440"
"Pigot et al. 2020","ES995","CC514","Australia","Lombok","Birds","Passeriformes","Pittidae","Pitta versicolor","Pitta versicolor","Pitta elegans","Invertebrate","Female","Wing Length",76.8070669066741,40.8366504194363,10.1835369724466,2.03157205604231,2,2,-0.631716680155295,0.0100269841621661,116.417,-8.375,1.88540118067443,3.67440181284528,2.12385490632685,0.654223681640625,-1.585497869716,23.413516998291,1.75827056984367,3.24551152318219,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP441"
"Pigot et al. 2020","ES997","CC514","Australia","Mindanao","Birds","Passeriformes","Pittidae","Pitta versicolor","Pitta versicolor","Pitta steerii","Invertebrate","Both","Wing Length",71.2874218357937,58.0762899763339,6.18604381614096,1.57700020551831,4,4,-0.204962409359328,0.00206685664005166,125.081,7.736,1.85301290840446,4.98913822421579,2.53782035389604,0.761584375,-1.59929272405331,26.0391368865967,1.84786827980811,3.37738794436473,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP441"
"Pigot et al. 2020","ES999","CC515","Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Platycercus elegans","Platycercus elegans","Platycercus caledonicus","PlantSeed","Male","Wing Length",158.811842567732,165.892502528016,4.22198032931526,10.7868262850688,4,2,0.0436198820607872,0.0022906823526826,146.5,-42.1,2.20088288455235,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP238"
"Pigot et al. 2020","ES1001","CC279","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus bicolor","Ploceus bicolor","Ploceus grandis","Invertebrate","Both","Wing Length",24.3771599052028,45.6279521707312,1.00718001249341,1.92908341721157,6,4,0.626873890467643,0.000731378311495894,6.616,0.234,1.38698310614916,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP242"
"Pigot et al. 2020","ES1003","CC279","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus bicolor","Ploceus bicolor","Ploceus sanctithomae","Invertebrate","Both","Wing Length",24.3771599052028,20.9487501952798,1.00718001249341,0.879589836844241,6,4,-0.15156763641491,0.000725251211266927,6.616,0.234,1.38698310614916,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP242"
"Pigot et al. 2020","ES1005","CC516","Kenya","Madagascar","Birds","Passeriformes","Ploceidae","Ploceus bojeri","Ploceus bojeri","Ploceus sakalava","Omnivore","Male","Wing Length",19.7636750433034,24.3771599052028,0.342481939341003,0.425546964271071,4,2,0.209800965453952,0.000227442099791034,46.69,-19.024,1.29586770455454,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP442"
"Pigot et al. 2020","ES1007","CC517","Kenya","Madagascar","Birds","Passeriformes","Ploceidae","Ploceus insignis","Ploceus insignis","Ploceus nelicourvi","Invertebrate","Both","Wing Length",24.2829180211025,19.1050399167517,0.652948441976028,1.24659255357783,4,4,-0.239820970826229,0.00124512870818738,46.69,-19.024,1.3853008736848,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP443"
"Pigot et al. 2020","ES1009","CC518","Australia","South Island (NZ)","Birds","Podicipediformes","Podicipedidae","Poliocephalus poliocephalus","Poliocephalus poliocephalus","Poliocephalus rufopectus","Invertebrate","Male","Wing Length",52.5201751547463,56.1868884994259,0.954912275540842,0.70308194989547,3,2,0.0674860445194022,0.000188483854773106,171.154,-43.382,1.72032616579164,5.17735466417846,3.2174842074226,0.554348095703125,-1.80314081668506,8.8675708770752,2.61828228722475,3.19752842676559,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP444"
"Pigot et al. 2020","ES1011","CC519","South Africa","Madagascar","Birds","Accipitriformes","Accipitridae","Polyboroides typus","Polyboroides typus","Polyboroides radiatus","VertFishScav","Both","Wing Length",1949.61846236782,1331.92684132306,46.8857020906664,44.7891770556187,4,4,-0.381007046429291,0.000427284208943925,46.69,-19.024,3.28994962884927,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP445"
"Pigot et al. 2020","ES1013","CC520","Myanmar","Sumatra","Birds","Galliformes","Phasianidae","Polyplectron bicalcaratum","Polyplectron bicalcaratum","Polyplectron chalcurum","Omnivore","Male","Wing Length",292.002091724546,131.280252350374,11.3653107719393,4.09991955289811,2,3,-0.799426596672714,0.00108257196723318,101.6,-0.4,2.46538596247984,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP446"
"Pigot et al. 2020","ES1015","CC520","Myanmar","Hainan","Birds","Galliformes","Phasianidae","Polyplectron bicalcaratum","Polyplectron bicalcaratum","Polyplectron katsumatae","Omnivore","Both","Wing Length",238.204503329429,139.209879037133,24.0548425333778,11.6309390705231,4,4,-0.53714684693119,0.00429457856960719,109.842,19.229,2.37694996769518,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP446"
"Pigot et al. 2020","ES1017","CC521","Malaysia","Borneo","Birds","Galliformes","Phasianidae","Polyplectron malacense","Polyplectron malacense","Polyplectron schleiermacheri","Omnivore","Female","Wing Length",181.875982090146,168.294091576112,6.41251385053567,13.6000859603964,2,2,-0.0776120436386592,0.00388679329782319,114,1,2.25977535143063,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP447"
"Pigot et al. 2020","ES1019","CC522","Borneo","Palawan","Birds","Galliformes","Phasianidae","Polyplectron schleiermacheri","Polyplectron schleiermacheri","Polyplectron napoleonis","Omnivore","Female","Wing Length",168.294091576112,146.309620254298,13.6000859603964,0.62502055298966,2,2,-0.139987931181171,0.0032743680728792,118.574,9.668,2.22606886914912,4.08596807704607,2.161370997359,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP448"
"Pigot et al. 2020","ES1021","CC523","Nepal","Taiwan","Birds","Passeriformes","Timaliidae","Pomatorhinus ruficollis","Pomatorhinus ruficollis","Pomatorhinus musicus","Invertebrate","Both","Wing Length",21.8207570541468,26.9050236866878,0.670242472085084,1.41321024539076,4,4,0.20945134809654,0.000925607630471762,120.66,23.776,1.33886981402203,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP449"
"Pigot et al. 2020","ES1023","CC524","China","Taiwan","Birds","Passeriformes","Timaliidae","Erythrogenys swinhoei","Pomatorhinus swinhoei","Pomatorhinus erythrocnemis","Invertebrate","Male","Wing Length",37.3288692067983,38.642517762377,1.64985825046297,2.70247108800201,2,3,0.0345861660438915,0.0026070373002762,120.66,23.776,1.57204483416188,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP450"
"Pigot et al. 2020","ES1025","CC525","Malaysia","Dinagat","Birds","Passeriformes","Dicaeidae","Prionochilus percussus","Prionochilus percussus","Prionochilus olivaceus","FruiNect","Male","Wing Length",8.81722942136734,9.87705952307106,0.230880785218767,0.865335303348703,2,2,0.113507152230334,0.00418064228346451,125.62,10.15,0.945332141136791,2.88603927556644,1.20414712521285,0.70415595703125,-1.3444948705119,26.8004989624023,1.97494223582235,3.57113678022544,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP451"
"Pigot et al. 2020","ES1027","CC526","Brazil","Hispaniola","Birds","Psittaciformes","Psittacidae","Psittacara leucophthalmus","Psittacara leucophthalmus","Aratinga chloroptera","PlantSeed","Female","Wing Length",162.328959326689,157.26275627142,0.665313473878082,5.40941854481662,2,3,-0.0317068761986703,0.000402791107413642,-71.514,18.942,2.21039600444646,4.86881483175657,2.79239238997266,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP452"
"Pigot et al. 2020","ES1029","CC527","India","Sri Lanka","Birds","Psittaciformes","Psittacidae","Psittacula columboides","Psittacula columboides","Psittacula calthropae","PlantSeed","Both","Wing Length",94.450130044677,89.4203293893558,2.77403626795867,1.20042969400104,4,4,-0.0547239163895483,0.000260709600913164,80.714,7.74,1.97520256022129,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP453"
"Pigot et al. 2020","ES1031","CC528","South Africa","Madagascar","Birds","Pteroclidiformes","Pteroclididae","Pterocles gutturalis","Pterocles gutturalis","Pterocles personatus","PlantSeed","Both","Wing Length",273.067602126907,308.222720148735,9.81907195625833,14.8333227446749,4,4,0.121103247647222,0.000902263545598937,46.69,-19.024,2.43627017669722,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP454"
"Pigot et al. 2020","ES1033","CC300","Papua New Guinea","Makira (San Cristobal)","Birds","Columbiformes","Columbidae","Ptilinopus viridis","Ptilinopus viridis","Ptilinopus eugeniae","FruiNect","Both","Wing Length",54.6410038597318,57.7587784937268,1.2859366107747,3.46278370923697,4,4,0.0554907590555379,0.00103704141308568,161.796,-10.545,1.73751866956691,3.50385874895841,3.06445836361855,0.8457150390625,-1.62059419245802,25.5831394195557,1.48198093066758,3.54597316793777,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP262"
"Pigot et al. 2020","ES1035","CC529","India","Sri Lanka","Birds","Passeriformes","Pycnonotidae","Pycnonotus striatus","Pycnonotus striatus","Pycnonotus penicillatus","Omnivore","Both","Wing Length",44.2649291634819,23.0776770399322,1.23738520008581,1.01920340240575,4,4,-0.651326908387585,0.000682973153107196,80.714,7.74,1.6460597735611,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP455"
"Pigot et al. 2020","ES1037","CC530","Guyana","Hispaniola","Birds","Passeriformes","Icteridae","Quiscalus lugubris","Quiscalus lugubris","Quiscalus niger","Invertebrate","Male","Wing Length",58.7144557315616,98.7686713652693,0.721932525255896,12.3394528084469,2,2,0.520094501916964,0.00787970155878523,-71.514,18.942,1.76874503943409,4.86881483175657,2.79239238997266,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP266"
"Pigot et al. 2020","ES1039","CC531","Spain","Madeira","Birds","Passeriformes","Regulidae","Regulus ignicapilla","Regulus ignicapilla","Regulus madeirensis","Invertebrate","Both","Wing Length",7.63963495689685,9.12759690659532,0.440989732325787,0.220542022704875,4,4,0.177952629957367,0.000978964863064121,-16.971,32.737,0.883072607267712,2.90363251608424,2.93247427203022,0.716113330078125,-1.95227673225519,14.5023717880249,2.43924617524805,2.86823286124185,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP456"
"Pigot et al. 2020","ES1041","CC532","Borneo","Mangole","Birds","Passeriformes","Muscicapidae","Rhinomyias umbratilis","Rhinomyias umbratilis","Rhinomyias colonus","Invertebrate","Both","Wing Length",20.9487501952798,18.7807442657369,0.820388446930632,1.6372592415657,4,2,-0.109246884280483,0.00418337194723713,125.85,-1.84,1.32115811801905,3.0893751608161,2.36172972425037,0.74314697265625,-1.60811772726717,26.9486980438232,1.63944676460225,3.30036444601942,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP457"
"Pigot et al. 2020","ES1043","CC533","Borneo","Flores (Indonesia)","Birds","Passeriformes","Rhipiduridae","Rhipidura javanica","Rhipidura javanica","Rhipidura diluta","Invertebrate","Female","Wing Length",16.0106442781997,21.5863636504512,0.165248547513682,1.50861455242375,2,3,0.298808034414363,0.00168134554491641,120.7536,-8.6325,1.20440880854872,4.13161866434913,2.75587561759197,0.72051748046875,-1.61670800155136,24.8455181121826,1.85094355461946,3.27704936218067,"Phylogeny: Jetz, W., Thomas, G. H., Joy, J. B., Hartmann, K., & Mooers, A. O. (2012). The global diversity of birds in space and time. Nature, 491(7424), 444-448.","No island rule","SP458"
